personnel_id,source_dataset,rank,unit_type,deployment_theatre,annual_fitness_grade,wsi_deterministic,wsi_noise_applied,wsi_score,stress_score,satisfaction_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,work_life_balance_score,age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
CRPF-20261400,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,49.61,-1.72,47.89,8.2,3.0,3.9,6.6,3.3,4.0,4.0,51,18.4,41.9,1,0,0,0,183,1,2,12.1,2.4,10,4,37,8,7,1,7.4,0,22,160,1,3,14,0,31.7,0.124,5.42,2.42,0.052,0.36,-26.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261401,HR_Analytics_15k,Constable,Medical & Logistics,Border Outpost (LoC/IB),SHAPE-2,44.15,-0.38,43.76,4.5,3.4,8.7,3.6,5.0,2.9,2.9,30,2.1,36.0,1,0,1,-1,472,2,5,15.1,2.1,10,9,0,9,9,0,9.2,39,38,113,6,8,7,0,18.7,0.677,10.4,0.343,0.645,1.21,10.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
CRPF-20261402,UCI_Absenteeism,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,47.61,-0.0,47.61,5.8,2.2,5.6,3.8,3.2,4.6,2.9,37,10.3,42.8,0,2,0,0,398,2,1,13.8,3.2,12,7,0,10,8,0,7.9,9,33,118,1,8,12,0,27.9,0.283,2.56,0.986,0.177,1.1,-17.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20261403,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,46.51,1.11,47.62,6.1,1.3,5.4,3.1,5.0,3.1,3.1,28,8.5,79.7,1,0,0,-1,585,2,1,13.8,2.7,8,8,0,9,9,0,6.2,69,42,186,3,2,4,0,25.0,0.284,1.61,0.186,0.211,0.28,43.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261404,HR_Analytics_15k,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,40.89,-0.64,40.25,4.6,3.7,5.5,5.4,3.2,4.3,2.0,33,3.0,64.0,0,0,0,0,551,0,1,17.7,2.6,10,7,0,11,8,0,7.0,0,11,113,7,3,17,0,20.3,0.65,2.89,3.54,0.0,0.53,-26.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20261405,HR_Analytics_15k,Constable,Rapid Action Force (RAF),Peace / Training Center,SHAPE-1,40.41,-1.26,39.15,5.4,2.3,7.4,3.6,3.0,3.5,3.0,46,5.9,83.5,0,0,0,0,481,2,5,15.9,4.0,12,9,24,11,7,1,11.6,20,6,113,7,25,11,0,26.9,0.58,12.42,0.636,0.29,3.98,-7.0,17.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
CRPF-20261406,UCI_Absenteeism,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,47.56,-1.04,46.52,6.5,3.5,2.6,4.0,4.9,3.2,2.9,36,9.8,41.0,0,0,0,-1,311,4,1,22.4,5.5,12,10,0,10,13,0,8.3,64,31,72,2,8,5,0,28.5,0.509,1.79,0.325,0.37,1.79,38.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20261407,HRDataset_v14,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-4,63.58,-0.99,62.59,4.0,3.9,2.2,5.2,2.7,5.0,2.0,26,8.0,93.6,0,0,3,0,353,1,4,16.3,8.0,10,8,57,6,9,1,16.0,34,28,118,4,55,17,0,31.2,0.889,11.56,0.418,0.111,8.97,8.0,47.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20261408,UCI_Absenteeism,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,56.04,-0.49,55.54,3.4,1.9,5.3,2.1,3.9,2.8,3.1,33,12.4,96.7,2,0,0,0,482,1,3,31.5,1.3,10,7,0,11,12,0,6.6,24,54,96,1,8,13,0,30.0,0.097,7.92,1.086,0.075,2.52,-2.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20261409,IBM_Attrition,ASI,General Duty (GD),J&K (CI/Ops),SHAPE-1,64.92,-0.67,64.25,3.6,1.0,6.3,7.3,2.5,5.0,3.0,43,17.2,41.4,0,2,0,-1,228,1,1,25.5,4.8,10,5,57,16,15,1,6.2,49,40,206,2,3,13,0,25.1,0.264,2.64,0.472,0.055,0.76,23.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20261410,IBM_Attrition,Assistant Commandant,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-3,39.24,-1.69,37.55,6.0,3.0,5.4,4.7,2.2,3.5,3.1,48,19.3,27.1,2,5,2,1,443,0,4,15.2,0.8,8,6,0,11,13,0,6.0,17,17,166,7,8,9,0,22.4,0.039,9.21,0.691,0.0,1.22,-10.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
CRPF-20261411,IBM_Attrition,Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,47.78,-1.21,46.58,7.0,3.9,6.2,4.2,4.0,4.0,1.9,27,6.1,9.2,1,0,0,0,573,1,5,16.4,6.1,12,6,0,11,6,0,6.0,7,30,179,1,1,14,0,21.4,0.859,13.54,1.367,0.141,0.16,-20.0,-7.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20261412,HR_Analytics_15k,ASI,VIP Security Wing,North-East (Counter-Insurgency),SHAPE-1,49.35,0.8,50.15,6.3,1.3,2.9,2.9,4.6,3.4,2.9,38,4.0,34.6,1,2,0,0,675,1,2,15.7,4.0,12,8,44,12,5,1,11.5,24,28,170,4,1,6,0,36.1,0.8,3.89,0.541,0.2,0.16,-5.0,-7.0,0,0,0,1,0,0,0,0,0,0,0,1,Medium
CRPF-20261413,UCI_Absenteeism,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,47.57,1.3,48.87,4.8,2.5,7.7,3.1,3.7,2.3,4.0,29,2.9,100.0,1,0,0,0,326,1,2,11.8,2.0,10,6,40,9,7,1,7.2,18,17,132,3,2,15,0,26.3,0.513,5.55,0.513,0.256,0.24,-8.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261414,HR_Analytics_15k,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,51.66,-0.17,51.49,4.1,2.6,7.5,2.8,2.6,3.9,3.1,38,4.1,18.6,1,1,0,0,479,3,4,22.3,4.1,16,6,0,4,5,0,7.3,3,45,88,3,1,13,0,24.6,0.804,10.56,2.788,0.588,0.22,-24.0,-7.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20261415,IBM_Attrition,Sub-Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-1,57.4,0.34,57.74,5.3,3.9,7.9,2.7,3.9,2.6,4.0,45,10.2,100.0,0,3,0,1,415,0,1,17.6,1.8,12,7,36,11,14,1,10.1,17,45,77,1,72,4,0,31.2,0.161,1.61,0.8,0.0,12.67,-9.0,64.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20261416,HRDataset_v14,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-3,48.51,-0.75,47.76,2.8,3.1,7.4,3.5,4.4,3.4,3.1,42,13.2,65.9,1,1,2,-2,681,1,4,32.8,7.5,12,8,0,10,8,0,6.6,34,14,32,3,16,11,0,31.7,0.528,9.94,0.841,0.07,5.25,8.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261417,HRDataset_v14,Head Constable,CoBRA Strike Unit,North-East (Counter-Insurgency),SHAPE-1,51.7,0.28,51.98,8.2,3.0,5.4,5.9,3.7,2.7,3.9,21,1.3,50.3,0,1,0,-1,208,1,5,22.4,1.3,12,8,0,7,12,0,6.9,0,16,155,3,48,19,0,30.3,0.565,14.98,4.48,0.435,10.75,-27.0,40.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
CRPF-20261418,IBM_Attrition,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,35.28,-1.24,34.05,7.1,1.9,6.9,2.5,3.3,2.4,1.9,41,20.8,31.2,3,0,0,-2,525,2,5,13.0,2.0,8,9,0,14,8,0,6.0,0,41,75,3,2,4,0,23.9,0.092,8.05,2.6,0.092,0.26,-26.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20261419,HRDataset_v14,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,44.19,-0.8,43.4,7.7,4.0,6.5,1.8,3.9,4.0,2.9,40,16.4,55.7,2,0,0,0,689,1,4,21.6,4.9,8,8,0,9,10,0,6.9,47,37,112,6,135,8,0,25.9,0.282,8.79,0.415,0.057,29.16,21.0,127.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261420,HR_Analytics_15k,Constable,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,42.6,-0.19,42.42,7.0,3.8,7.7,1.9,3.7,2.8,3.0,43,5.2,44.0,2,0,0,-1,502,1,1,14.2,1.1,8,6,0,11,9,0,8.2,69,32,55,1,39,13,0,24.9,0.177,2.64,0.192,0.161,5.54,42.0,31.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
CRPF-20261421,UCI_Absenteeism,Constable,Medical & Logistics,Peace / Training Center,SHAPE-1,32.91,1.19,34.1,6.1,3.1,8.2,6.2,4.1,4.4,3.0,39,13.9,97.4,2,0,0,0,91,0,5,15.1,6.5,10,8,0,10,8,0,9.4,44,13,74,1,8,2,0,24.3,0.436,5.49,0.308,0.0,1.21,15.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,Low
CRPF-20261422,HRDataset_v14,Constable,VIP Security Wing,Static Security / VIP,SHAPE-3,50.84,0.75,51.59,6.3,4.0,6.3,6.8,3.7,3.2,3.0,43,7.7,81.3,1,0,2,0,76,2,1,16.9,5.1,8,8,0,11,15,0,6.9,10,12,61,4,114,21,1,28.8,0.586,3.09,1.127,0.23,19.27,-19.0,106.0,0,0,0,0,0,1,0,0,0,0,0,1,Medium
CRPF-20261423,HR_Analytics_15k,Inspector,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,59.63,-0.24,59.39,3.8,2.8,7.5,5.0,4.9,3.6,2.9,30,2.0,71.3,0,4,1,2,628,2,4,26.6,2.0,14,8,0,14,12,0,8.5,0,28,128,4,3,13,1,18.6,0.667,10.56,5.32,0.667,0.8,-26.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20261424,HR_Analytics_15k,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,49.3,-0.31,48.99,5.6,3.9,4.4,7.2,4.4,4.1,4.0,33,3.0,9.7,2,0,0,2,79,1,3,22.0,3.0,8,8,47,17,13,1,11.9,56,45,73,7,2,9,0,23.3,0.75,6.91,0.361,0.25,0.44,30.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261425,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,44.04,0.8,44.84,7.3,2.7,6.3,3.2,2.9,4.5,3.0,27,8.9,80.8,1,0,0,1,566,0,5,24.0,1.2,10,8,63,13,8,1,8.0,51,22,47,9,2,13,0,25.0,0.121,13.2,0.429,0.0,0.48,25.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20261426,HR_Analytics_15k,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,44.43,-1.37,43.05,6.3,2.8,4.1,4.2,2.8,4.9,4.0,33,2.8,20.4,0,2,1,0,235,1,3,24.5,2.8,8,11,26,10,7,1,11.2,18,44,105,5,8,5,0,23.3,0.737,5.38,1.065,0.263,1.96,-8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261427,IBM_Attrition,Constable,CoBRA Strike Unit,Static Security / VIP,SHAPE-3,54.84,-0.21,54.62,3.9,3.0,5.3,6.6,4.1,3.1,3.0,50,20.6,100.0,1,0,2,-1,442,0,1,23.7,6.7,10,8,46,9,7,1,8.3,5,23,158,3,32,14,0,24.2,0.31,2.71,2.37,0.0,7.58,-22.0,24.0,0,0,0,0,0,1,1,0,0,0,0,0,High
CRPF-20261428,HR_Analytics_15k,Head Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,56.2,-0.68,55.52,2.2,3.2,4.1,4.8,3.5,4.0,2.0,30,2.1,70.5,0,1,1,0,346,0,2,18.4,2.1,10,8,42,9,10,1,9.9,24,60,121,4,1,10,0,23.4,0.677,4.8,0.634,0.0,0.18,-2.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20261429,UCI_Absenteeism,Sub-Inspector,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,48.66,-0.94,47.72,7.1,3.1,5.6,4.8,3.6,4.3,3.1,33,11.8,100.0,0,3,0,1,405,1,4,14.3,1.9,14,8,0,14,14,0,9.8,42,27,40,5,2,10,0,22.9,0.148,9.59,0.304,0.078,0.29,15.0,-6.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20261430,IBM_Attrition,Head Constable,Rapid Action Force (RAF),Border Outpost (LoC/IB),SHAPE-1,33.73,-0.96,32.77,6.0,2.1,5.7,3.3,4.2,2.8,3.1,23,1.0,77.1,0,1,0,2,415,3,5,20.4,1.0,10,6,0,8,6,0,6.0,0,12,54,0,24,8,0,19.7,0.5,10.99,4.08,1.5,4.9,-27.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
CRPF-20261431,HRDataset_v14,ASI,VIP Security Wing,LWE / Bastar (Anti-Naxal),SHAPE-1,56.16,0.78,56.94,6.5,4.0,6.0,3.4,5.0,4.4,3.0,48,5.3,35.7,0,2,0,0,511,2,1,16.3,5.3,14,5,0,7,12,0,7.0,43,32,190,0,129,12,0,25.6,0.841,2.56,0.34,0.317,21.03,14.0,121.0,0,0,1,0,0,0,0,0,0,0,0,1,High
CRPF-20261432,UCI_Absenteeism,Constable,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-1,48.88,1.39,50.27,6.5,3.7,4.5,2.7,2.1,2.9,2.1,27,3.0,100.0,1,0,0,1,568,2,4,18.8,3.0,12,4,0,7,8,0,11.1,21,31,122,5,8,10,0,27.7,0.75,9.59,0.723,0.5,1.5,-6.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
CRPF-20261433,HRDataset_v14,ASI,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,53.74,-0.62,53.12,2.7,2.3,6.0,5.7,3.7,3.4,3.2,48,3.3,70.0,2,2,0,0,622,1,3,20.9,3.3,8,5,41,11,10,1,15.4,10,35,150,0,15,7,0,18.8,0.767,6.24,1.393,0.233,3.14,-17.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,High
CRPF-20261434,HR_Analytics_15k,Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,64.15,0.68,64.83,4.0,2.4,6.5,6.9,2.9,3.5,3.9,37,4.0,24.1,0,0,0,2,660,1,4,30.6,4.0,16,6,42,11,14,1,11.9,0,23,58,7,2,14,1,31.0,0.8,10.83,6.12,0.2,0.61,-27.0,-6.0,0,1,0,0,0,0,1,0,0,0,0,0,High
CRPF-20261435,UCI_Absenteeism,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,51.18,0.16,51.34,6.1,2.9,6.9,4.9,2.4,2.3,3.0,28,8.8,79.5,1,0,0,1,128,2,4,18.2,3.4,12,9,0,12,14,0,7.0,33,33,122,5,2,12,0,23.5,0.347,10.26,0.479,0.204,0.36,7.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261436,UCI_Absenteeism,ASI,VIP Security Wing,J&K (CI/Ops),SHAPE-2,50.14,0.54,50.68,4.8,3.4,5.2,4.5,3.9,3.7,3.0,38,17.4,64.4,0,2,1,0,641,0,3,8.2,5.1,10,8,0,11,13,0,7.3,8,39,113,3,1,8,0,30.7,0.277,6.59,0.631,0.0,0.08,-21.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20261437,HRDataset_v14,Inspector,General Duty (GD),Static Security / VIP,SHAPE-1,40.47,-0.1,40.36,6.4,3.9,4.6,3.6,3.0,3.1,2.9,35,7.5,88.5,2,4,0,0,346,2,5,20.5,1.9,10,7,0,8,8,0,7.1,22,14,74,5,57,24,0,24.3,0.224,16.09,0.759,0.235,11.68,-4.0,49.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20261438,HR_Analytics_15k,Head Constable,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,44.52,-2.5,42.02,6.0,2.7,6.4,4.3,3.4,2.4,2.9,30,2.0,76.4,2,1,0,-1,153,3,3,17.3,2.0,8,8,0,9,9,0,8.0,71,40,84,3,3,6,0,27.4,0.667,5.84,0.228,1.0,0.52,44.0,-5.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
CRPF-20261439,HRDataset_v14,Sub-Inspector,General Duty (GD),Static Security / VIP,SHAPE-1,44.28,0.41,44.69,7.0,4.0,7.6,4.3,3.1,3.4,3.1,47,14.0,52.1,2,3,0,-1,431,0,3,21.9,6.4,12,7,0,11,10,0,7.1,4,21,93,4,145,10,0,30.4,0.427,7.19,2.433,0.0,31.75,-22.0,137.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20261440,HRDataset_v14,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,50.82,-0.96,49.86,5.7,3.2,5.7,4.1,3.5,2.2,1.9,36,16.5,84.0,0,0,0,0,413,3,5,9.8,4.4,14,7,0,12,10,0,6.9,25,54,155,5,125,4,0,23.9,0.251,8.05,0.327,0.171,12.25,-1.0,117.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261441,UCI_Absenteeism,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,49.61,1.12,50.73,3.8,2.6,4.0,4.2,3.6,4.1,3.0,36,11.5,100.0,2,1,0,0,466,1,1,24.0,4.5,10,6,0,6,8,0,6.9,46,24,247,3,0,2,1,21.2,0.36,1.1,0.471,0.08,0.0,19.0,-8.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20261442,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-3,57.8,1.46,59.26,3.8,2.0,3.5,3.9,2.1,3.3,2.9,25,1.0,41.2,1,0,2,0,99,0,5,22.5,1.0,14,8,0,10,13,0,7.1,9,54,73,2,2,10,0,32.3,0.5,11.99,1.607,0.0,0.45,-17.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20261443,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,43.08,0.51,43.59,7.6,1.0,7.8,6.9,3.2,4.8,2.1,29,7.1,90.9,4,0,0,0,209,3,4,10.0,3.4,14,6,0,13,9,0,7.8,52,30,64,5,16,8,0,23.8,0.42,8.79,0.175,0.37,1.6,26.0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20261444,HRDataset_v14,Head Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,48.1,-0.26,47.84,8.2,4.0,4.8,4.9,2.9,2.9,4.0,25,1.0,92.9,0,1,1,1,455,0,5,18.1,1.0,12,7,0,13,14,0,7.0,3,29,122,6,154,6,0,23.3,0.5,9.73,2.262,0.0,27.87,-23.0,146.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261445,HRDataset_v14,Head Constable,General Duty (GD),Static Security / VIP,SHAPE-1,59.78,2.21,61.99,2.6,4.0,4.4,2.9,3.5,1.8,3.0,40,3.7,72.7,1,1,0,-2,549,1,4,9.7,3.3,12,9,63,8,10,1,15.6,61,31,219,4,57,10,0,30.9,0.702,9.59,0.147,0.213,5.53,35.0,49.0,0,0,0,0,0,1,0,1,0,0,0,0,High
CRPF-20261446,HRDataset_v14,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,50.44,1.54,51.98,8.7,2.3,2.6,5.9,4.7,2.7,2.1,34,16.0,17.6,1,0,0,-1,577,2,4,13.1,9.7,14,6,0,14,9,0,7.0,43,35,116,4,119,10,0,32.8,0.571,9.59,0.273,0.118,15.59,17.0,111.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20261447,HR_Analytics_15k,Constable,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,52.15,0.65,52.79,5.7,2.3,4.8,7.8,2.3,3.0,3.1,33,3.1,50.8,0,0,0,0,261,1,1,26.0,3.1,14,5,0,8,10,0,6.0,13,28,62,4,2,16,0,30.0,0.756,2.83,1.444,0.244,0.52,-14.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
CRPF-20261448,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,45.84,-0.96,44.88,3.7,1.7,4.8,4.3,4.0,4.0,3.0,33,3.0,23.7,1,0,0,1,510,1,2,7.9,3.0,10,6,15,11,8,1,11.6,0,60,93,0,8,11,0,30.6,0.75,4.97,1.58,0.25,0.63,-26.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20261449,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,50.24,0.92,51.16,9.3,3.0,6.0,5.4,4.6,3.0,2.0,30,2.0,54.9,0,0,0,1,179,1,3,24.3,2.0,14,5,0,9,12,0,9.8,45,41,79,3,1,6,0,23.4,0.667,5.84,0.486,0.333,0.24,19.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261450,HR_Analytics_15k,Head Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,34.26,-1.37,32.89,3.6,3.8,4.0,2.9,2.9,2.6,2.9,30,2.0,11.1,1,1,0,-1,152,0,1,24.9,2.0,8,6,0,8,10,0,8.8,23,16,76,5,2,6,0,29.4,0.667,1.95,0.889,0.0,0.5,-3.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20261451,HR_Analytics_15k,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,50.88,0.13,51.02,4.8,2.4,7.7,4.8,2.7,3.4,2.0,32,3.0,42.0,3,1,0,-1,530,2,1,19.2,2.0,12,8,0,9,6,0,9.3,0,29,101,5,2,9,1,32.5,0.5,2.3,3.84,0.5,0.38,-26.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261452,UCI_Absenteeism,Constable,Rapid Action Force (RAF),LWE / Bastar (Anti-Naxal),SHAPE-1,49.13,-0.24,48.89,6.7,4.0,6.8,8.1,4.5,4.2,2.0,30,1.0,82.4,1,0,0,1,83,3,4,34.4,1.0,12,7,0,11,10,0,7.5,10,28,91,3,8,9,0,21.7,0.5,9.21,2.293,1.5,2.75,-17.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
CRPF-20261453,HRDataset_v14,Constable,VIP Security Wing,LWE / Bastar (Anti-Naxal),SHAPE-1,40.84,1.72,42.56,5.4,2.4,5.9,2.8,3.7,3.0,2.0,33,1.3,89.8,0,0,0,-2,318,0,2,10.7,1.3,10,7,0,9,5,0,6.9,37,25,123,4,113,7,0,22.0,0.565,4.16,0.255,0.0,12.09,8.0,105.0,0,0,1,0,0,0,0,0,0,0,0,1,Low
CRPF-20261454,HRDataset_v14,Inspector,VIP Security Wing,Border Outpost (LoC/IB),SHAPE-1,44.85,-0.79,44.05,4.2,2.4,5.4,5.3,2.8,4.0,3.0,47,14.9,43.0,2,4,0,0,654,1,1,23.4,2.9,8,10,0,7,9,0,7.1,35,21,24,7,38,23,1,21.3,0.182,3.18,0.585,0.063,8.89,6.0,30.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20261455,UCI_Absenteeism,Constable,CoBRA Strike Unit,Peace / Training Center,SHAPE-1,44.04,0.46,44.5,4.1,1.0,7.7,3.1,4.5,3.9,3.9,43,13.1,83.6,1,0,0,0,173,1,2,23.1,12.1,16,6,0,11,9,0,6.5,4,9,27,4,8,9,0,38.5,0.858,4.61,2.567,0.071,1.85,-23.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
CRPF-20261456,IBM_Attrition,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,59.94,0.1,60.04,5.0,3.9,2.6,5.7,4.3,2.8,2.0,41,22.7,43.4,4,0,1,-1,231,1,1,19.9,4.3,14,8,0,8,12,0,6.0,0,52,148,0,124,11,0,25.5,0.181,2.48,3.98,0.042,24.68,-26.0,116.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20261457,UCI_Absenteeism,Head Constable,General Duty (GD),Static Security / VIP,SHAPE-3,38.36,-0.4,37.96,5.9,3.0,5.6,4.9,1.7,3.3,3.0,34,13.5,51.6,2,1,2,-1,61,2,1,15.5,1.9,10,6,0,12,13,0,7.6,5,24,33,5,5,5,0,25.4,0.131,1.79,1.55,0.138,0.78,-21.0,-3.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20261458,HRDataset_v14,Assistant Commandant,Rapid Action Force (RAF),Border Outpost (LoC/IB),SHAPE-1,42.5,1.76,44.26,2.4,3.2,6.4,3.6,4.0,3.8,2.9,35,13.1,90.6,1,5,0,0,161,1,1,20.0,1.8,10,7,0,10,11,0,7.0,9,20,82,3,47,8,0,32.6,0.128,2.2,1.429,0.071,9.4,-18.0,39.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
CRPF-20261459,IBM_Attrition,Head Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,47.0,-2.5,44.5,4.7,3.1,6.1,4.8,2.7,2.8,3.0,38,9.9,46.6,3,1,0,0,694,0,1,9.8,2.8,12,8,0,11,8,0,6.0,59,34,152,2,8,9,0,27.4,0.257,2.3,0.153,0.0,0.78,33.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20261460,IBM_Attrition,ASI,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,56.74,-2.05,54.69,6.3,1.0,6.6,6.3,2.1,3.7,3.0,37,17.1,44.7,2,2,0,1,169,2,4,15.2,11.4,14,8,0,6,10,0,6.2,46,33,130,2,2,24,0,28.3,0.63,12.88,0.298,0.11,0.3,19.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,High
