age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
40,6.7,87.4,0,1,0,0,154,0,5,12.9,5.4,10,7,0,12,10,0,7.1,0,24,174,3,72,13,0,26.2,0.701,13.2,2.58,0.0,9.29,-26.0,64.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
29,6.1,55.5,0,1,0,2,138,1,3,9.6,4.7,8,8,0,10,7,0,7.7,22,27,120,8,3,9,0,20.9,0.662,6.91,0.356,0.141,0.29,-5.0,-5.0,0,0,0,0,0,1,0,0,0,1,0,0,Low
47,26.9,18.9,0,3,0,2,452,0,3,20.2,3.6,12,8,0,10,5,0,8.8,17,26,39,4,4,15,0,19.4,0.129,8.32,0.918,0.0,0.81,-10.0,-4.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
30,12.0,31.6,1,4,0,-1,99,3,2,12.2,6.8,10,6,0,8,8,0,6.0,69,28,147,7,2,12,0,22.9,0.523,5.13,0.165,0.231,0.24,42.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
41,16.2,63.4,2,0,0,2,644,0,5,16.4,3.1,10,8,0,12,7,0,9.7,49,21,53,3,40,5,0,22.3,0.18,8.96,0.304,0.0,6.56,23.0,32.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
31,2.0,58.2,1,2,0,0,310,0,1,12.9,1.2,10,5,0,9,7,0,6.0,8,38,62,2,3,8,1,24.0,0.4,2.2,0.992,0.0,0.39,-19.0,-5.0,0,0,1,0,0,0,0,0,0,0,1,0,Medium
30,10.2,13.9,0,0,0,0,153,2,4,17.7,1.3,10,8,0,10,10,0,6.6,57,15,116,8,2,13,0,28.9,0.116,10.56,0.285,0.179,0.35,30.0,-6.0,0,1,0,0,0,0,0,0,0,0,1,0,Low
33,10.2,4.5,0,0,1,0,608,2,4,13.2,0.5,8,5,0,8,9,0,7.4,11,22,110,3,3,9,0,32.3,0.045,9.21,0.825,0.179,0.4,-18.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,1,Low
38,10.0,43.9,2,3,1,2,227,1,1,7.4,7.8,10,9,59,9,10,1,16.0,51,34,240,3,62,9,0,24.1,0.709,2.3,0.132,0.091,4.59,25.0,54.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,3.0,20.0,1,4,0,-1,426,1,5,10.9,2.5,14,7,0,10,5,0,6.3,38,31,115,5,3,13,0,24.1,0.625,13.2,0.253,0.25,0.33,12.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
40,8.3,26.8,1,0,2,1,369,2,2,18.1,1.8,8,5,29,15,15,1,7.4,0,28,123,5,2,9,0,37.8,0.194,4.61,3.62,0.215,0.36,-27.0,-6.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
35,3.0,10.4,0,0,0,0,252,1,2,13.9,2.6,8,9,0,12,11,0,7.0,3,28,66,4,4,5,0,23.3,0.65,3.58,1.738,0.25,0.56,-23.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
33,13.4,100.0,2,2,0,-1,678,2,1,21.3,2.2,8,7,0,10,13,0,6.9,0,34,101,2,8,11,0,31.0,0.153,2.48,4.26,0.139,1.7,-26.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,3.0,30.0,2,2,0,0,138,2,2,22.1,2.1,10,7,0,7,10,0,8.5,16,19,143,5,3,10,0,22.6,0.525,4.8,1.052,0.5,0.66,-13.0,-5.0,0,1,0,0,0,0,0,0,1,0,0,0,Low
34,2.9,86.1,0,0,0,1,145,1,1,12.9,2.0,8,8,54,12,10,1,11.2,57,24,174,4,8,10,0,29.4,0.513,2.4,0.208,0.256,1.03,30.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
30,11.7,66.0,4,5,1,1,260,1,3,16.7,3.8,12,7,0,12,7,0,6.6,53,26,54,4,23,4,0,28.3,0.299,4.83,0.288,0.079,3.84,26.0,15.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
39,17.5,59.9,0,2,1,1,508,0,5,18.1,9.3,10,8,0,14,18,0,7.6,29,20,131,5,2,9,0,31.0,0.503,11.51,0.532,0.0,0.36,3.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
42,7.1,90.4,2,0,0,0,467,0,2,13.0,3.8,10,6,0,8,11,0,6.7,27,46,213,6,50,13,0,24.1,0.469,5.28,0.406,0.0,6.5,1.0,42.0,0,0,0,0,0,1,0,1,0,0,0,0,High
33,2.9,64.7,0,0,0,0,540,3,2,8.8,1.3,10,7,57,12,6,1,10.1,0,44,116,6,1,10,1,26.3,0.333,4.8,1.76,0.769,0.09,-26.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,High
41,4.9,50.3,0,0,0,-2,473,1,4,15.4,4.3,10,7,38,9,6,1,10.9,6,19,136,7,2,10,0,29.9,0.729,9.59,1.4,0.169,0.31,-23.0,-6.0,0,0,0,0,0,1,0,0,0,0,0,1,Medium
33,3.1,85.3,1,2,0,-1,63,0,4,19.8,3.1,8,5,0,12,7,0,6.1,45,55,153,1,25,6,0,21.6,0.756,7.78,0.396,0.0,4.95,18.0,17.0,0,0,0,0,0,1,0,0,0,0,1,0,Medium
35,12.0,33.9,2,1,1,0,266,1,3,24.7,7.1,8,6,0,10,16,0,7.1,54,27,72,1,107,10,0,24.2,0.546,7.19,0.419,0.077,26.43,25.0,99.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
48,14.3,88.6,2,2,0,-1,130,1,1,18.7,6.9,8,4,0,7,9,0,6.6,42,46,159,4,2,7,0,32.2,0.451,2.08,0.398,0.065,0.37,16.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
39,9.1,44.7,0,1,0,0,296,1,3,10.2,4.6,14,8,0,5,6,0,8.7,29,41,77,5,84,5,0,22.3,0.455,5.38,0.3,0.099,8.57,3.0,76.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
34,9.8,99.2,1,0,0,0,331,1,5,11.3,4.2,14,8,0,13,14,0,6.0,0,31,108,0,8,11,0,27.5,0.389,12.42,2.26,0.093,0.9,-26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
37,4.0,80.7,2,3,0,0,113,0,1,8.3,4.0,12,6,50,8,11,1,11.3,0,26,81,5,110,15,0,23.4,0.8,2.77,1.66,0.0,9.13,-27.0,102.0,0,0,0,1,0,0,0,0,0,0,1,0,High
23,4.0,13.4,2,0,1,0,490,3,2,32.8,2.3,10,7,0,8,11,0,6.0,38,39,55,3,2,5,0,28.6,0.46,3.58,0.763,0.6,0.66,12.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
30,8.8,61.9,0,1,0,-1,534,2,2,18.3,5.5,10,7,0,8,6,0,6.6,47,17,142,7,2,16,0,19.3,0.561,5.67,0.352,0.204,0.37,20.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Low
35,2.9,90.5,2,0,2,-1,85,0,1,18.0,1.4,10,7,0,18,13,0,7.5,0,30,183,5,2,8,0,28.2,0.359,2.2,3.6,0.0,0.36,-26.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
55,12.8,8.8,4,0,3,-2,316,1,3,9.7,4.6,12,8,0,11,8,0,7.4,41,22,83,1,2,9,0,31.9,0.333,6.91,0.211,0.072,0.19,15.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
41,5.2,36.1,1,0,0,0,529,0,2,12.4,1.8,8,8,0,9,9,0,6.3,13,13,88,4,4,12,0,28.2,0.29,5.13,0.689,0.0,0.5,-13.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
32,9.8,65.6,0,0,0,0,246,1,1,12.3,5.1,14,6,0,8,8,0,6.9,5,29,109,4,25,22,0,30.7,0.472,3.14,1.23,0.093,3.08,-22.0,17.0,0,1,0,0,0,0,0,0,0,0,1,0,High
38,12.4,100.0,1,0,0,0,319,1,5,13.3,5.7,12,6,0,8,11,0,8.3,0,36,102,2,3,7,0,25.3,0.425,10.4,2.66,0.075,0.4,-26.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
40,16.8,59.9,2,0,0,0,610,2,2,25.3,12.2,10,7,0,8,8,0,8.6,39,55,116,2,8,6,0,22.2,0.685,3.89,0.575,0.112,2.02,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
42,5.1,29.7,0,0,0,-1,539,2,4,14.0,5.1,14,6,37,7,12,1,11.4,58,38,287,2,8,10,1,19.2,0.836,9.59,0.222,0.328,1.12,32.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
49,29.7,98.7,0,0,2,0,97,2,3,8.7,6.1,12,6,0,13,13,0,11.3,14,21,94,9,2,8,0,35.2,0.199,6.59,0.458,0.065,0.17,-12.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
42,6.1,55.9,0,5,1,-1,550,1,2,12.8,5.5,10,6,28,10,10,1,6.0,6,42,158,0,2,23,0,24.4,0.775,6.36,1.164,0.141,0.26,-20.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
49,16.2,86.7,1,0,3,2,687,2,1,18.5,4.1,10,5,0,11,18,0,6.0,36,60,180,0,2,9,0,31.7,0.238,2.3,0.451,0.116,0.37,10.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
41,13.4,82.4,1,0,0,0,183,0,2,20.8,7.1,10,7,44,10,9,1,8.2,45,40,39,5,0,9,1,37.9,0.493,4.61,0.416,0.0,0.0,18.0,-8.0,0,0,0,1,0,0,0,0,0,1,0,0,High
52,17.6,42.5,2,2,0,0,491,0,5,24.4,2.1,12,6,49,6,4,1,14.2,38,24,106,0,70,6,0,21.9,0.113,9.73,0.567,0.0,17.08,11.0,62.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
30,2.1,57.9,2,0,0,-2,125,1,2,13.2,2.1,8,8,0,12,13,0,6.0,14,50,110,1,39,14,0,30.9,0.677,5.42,0.695,0.323,5.15,-12.0,31.0,0,1,0,0,0,0,0,1,0,0,0,0,High
39,3.8,49.4,3,2,1,1,72,1,5,9.9,3.0,8,6,0,13,10,0,9.2,72,25,177,2,4,9,0,24.2,0.625,11.51,0.129,0.208,0.4,43.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,1,Low
36,8.9,26.5,0,0,0,0,294,3,4,9.3,7.2,10,7,62,10,10,1,13.3,33,16,135,3,155,16,0,21.6,0.727,11.33,0.245,0.303,14.42,6.0,147.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
37,4.0,77.0,1,0,0,0,393,0,2,13.6,0.5,16,6,0,10,4,0,10.0,49,15,260,4,8,9,0,28.0,0.1,4.61,0.252,0.0,1.09,23.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
51,8.7,64.0,0,0,0,0,462,3,2,19.9,6.1,12,7,52,6,9,1,16.0,32,60,98,0,62,4,0,31.0,0.629,3.22,0.538,0.309,12.34,5.0,54.0,0,0,1,0,0,0,0,0,0,1,0,0,High
34,3.0,62.5,0,2,3,-1,69,2,2,16.6,3.0,12,7,34,9,11,1,11.5,60,16,107,2,3,9,0,27.8,0.75,4.61,0.255,0.5,0.5,34.0,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
31,11.6,100.0,3,0,0,0,675,1,3,21.3,3.0,12,8,37,10,11,1,6.8,16,25,137,3,23,13,0,24.3,0.238,7.92,1.014,0.079,4.9,-11.0,15.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
29,11.0,58.1,0,0,1,-1,189,0,3,14.6,5.5,8,8,0,15,10,0,7.0,68,11,56,6,32,22,0,24.5,0.458,9.41,0.2,0.0,4.67,42.0,24.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
43,7.6,4.4,0,0,0,0,565,2,4,14.5,6.5,12,7,0,11,9,0,6.5,61,47,201,1,2,23,0,32.5,0.756,12.71,0.22,0.233,0.29,35.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,High
30,2.1,33.2,0,3,0,0,176,2,3,11.3,2.1,12,8,0,12,4,0,6.0,60,26,15,3,8,12,1,23.6,0.677,7.69,0.174,0.645,0.9,34.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
39,4.0,77.5,4,0,2,2,546,1,3,13.8,4.0,14,8,0,11,5,0,6.4,0,15,49,0,2,9,0,33.1,0.8,6.91,2.76,0.2,0.28,-27.0,-6.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
31,10.5,22.7,0,5,1,-2,76,0,4,13.4,0.5,14,5,0,10,9,0,7.3,0,23,68,4,96,9,0,23.4,0.043,9.21,2.68,0.0,12.86,-27.0,88.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
49,4.3,61.4,0,0,0,0,383,0,1,18.3,4.3,8,7,0,9,8,0,7.2,37,60,107,3,8,8,0,23.5,0.811,2.2,0.436,0.0,1.46,11.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
34,3.0,82.1,0,0,1,1,658,2,5,25.0,3.0,10,9,0,8,6,0,9.6,53,26,89,7,8,14,0,30.8,0.75,13.54,0.431,0.5,2.0,26.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,Medium
52,3.0,13.6,1,0,0,2,402,0,1,13.3,0.5,12,8,47,17,14,1,6.0,3,60,149,0,3,10,0,30.7,0.125,2.4,1.662,0.0,0.4,-24.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,High
44,19.5,42.5,0,0,1,0,232,0,3,20.7,1.3,10,7,0,11,13,0,6.0,22,21,184,6,0,13,0,25.2,0.063,7.92,0.767,0.0,0.0,-5.0,-8.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
47,6.1,44.2,1,0,1,0,226,0,3,14.8,6.1,16,6,47,10,10,1,11.9,14,60,234,1,110,12,0,24.1,0.859,7.69,0.779,0.0,16.28,-15.0,102.0,1,0,0,0,0,0,0,0,1,0,0,0,High
37,14.0,84.3,1,5,1,0,524,0,1,14.1,3.6,10,7,0,15,17,0,7.7,53,37,106,3,8,11,0,28.5,0.24,2.48,0.243,0.0,1.13,27.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
38,13.5,80.2,2,1,0,-1,645,4,4,25.9,1.6,12,6,0,13,14,0,7.7,63,44,186,4,0,10,0,35.7,0.11,9.59,0.381,0.276,0.0,37.0,-8.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,2.9,82.2,2,0,0,-2,647,2,2,21.8,2.8,8,8,0,14,10,0,6.9,7,27,31,5,100,4,0,23.0,0.718,3.22,1.817,0.513,21.8,-22.0,92.0,0,0,1,0,0,0,0,0,0,0,0,1,Low
52,4.9,87.0,0,0,1,0,393,1,2,12.2,4.9,12,6,0,14,9,0,6.0,5,15,92,3,3,11,0,22.9,0.831,4.97,1.22,0.169,0.37,-22.0,-5.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
42,5.0,11.9,4,1,0,0,228,1,1,26.0,0.7,8,6,0,8,9,0,7.1,39,53,57,2,46,20,0,26.2,0.117,3.04,0.591,0.167,11.96,13.0,38.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
49,18.9,36.7,0,0,2,0,326,2,3,21.2,11.8,12,8,25,9,7,1,6.0,30,39,103,7,65,7,0,24.5,0.593,6.24,0.606,0.101,13.78,1.0,57.0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
34,10.1,100.0,0,3,0,0,69,0,5,22.9,5.5,10,9,0,9,8,0,6.0,58,39,320,0,57,7,0,31.3,0.495,10.4,0.363,0.0,13.05,32.0,49.0,1,0,0,0,0,0,0,1,0,0,0,0,High
40,5.0,39.7,0,2,0,0,484,1,1,12.6,1.0,12,8,0,11,7,0,6.0,24,35,140,5,0,8,0,27.0,0.167,2.2,0.434,0.167,0.0,-2.0,-8.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
39,4.0,57.7,2,0,0,0,71,0,5,22.9,4.0,10,6,28,7,12,1,13.4,0,7,143,4,2,12,0,28.2,0.8,12.82,4.58,0.0,0.46,-29.0,-6.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
38,4.7,29.9,0,2,0,0,328,0,4,7.9,4.7,8,7,0,6,7,0,7.0,6,24,53,9,103,9,1,25.0,0.825,9.21,0.718,0.0,8.14,-20.0,95.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
20,1.0,100.0,2,1,3,-2,205,3,4,9.8,1.0,10,7,25,9,16,1,6.0,19,20,94,2,3,16,0,28.5,0.5,11.33,0.408,1.5,0.29,-10.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,1,High
29,8.0,73.9,0,2,0,-1,560,1,3,11.5,5.0,10,7,0,10,10,0,7.1,58,40,100,3,16,9,0,29.2,0.556,6.91,0.183,0.111,1.84,29.0,8.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
35,2.9,62.2,1,0,0,-1,163,0,2,29.7,2.9,16,5,0,13,14,0,7.5,30,31,100,1,2,11,0,23.5,0.744,4.97,0.849,0.0,0.59,3.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,High
50,18.0,18.5,1,0,0,0,150,4,5,10.2,1.5,12,7,25,6,7,1,9.1,2,39,132,2,1,18,0,25.8,0.079,14.72,1.457,0.211,0.1,-24.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
40,9.9,4.5,2,0,0,-2,533,2,3,20.5,5.6,10,5,0,10,8,0,6.0,28,50,159,2,2,13,0,30.6,0.514,7.92,0.621,0.183,0.41,-1.0,-6.0,0,0,0,0,1,0,0,0,0,0,0,1,Medium
29,5.4,66.2,1,1,1,1,457,1,1,30.9,4.6,14,8,0,14,9,0,6.9,59,19,124,3,80,6,1,19.3,0.719,1.95,0.483,0.156,24.72,33.0,72.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,10.3,4.4,0,4,1,0,390,1,4,23.3,10.3,12,7,0,10,8,0,7.5,63,45,65,2,2,6,0,37.6,0.912,7.78,0.343,0.088,0.47,37.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,2.9,36.1,0,3,0,1,651,1,3,18.4,1.8,10,8,21,9,8,1,10.5,31,39,121,6,4,5,1,24.4,0.462,5.38,0.511,0.256,0.74,5.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
56,35.4,100.0,1,2,0,1,229,2,5,14.2,9.7,10,8,37,11,11,1,6.0,38,32,60,6,0,20,0,22.1,0.266,15.22,0.33,0.055,0.0,11.0,-8.0,0,0,0,1,0,0,0,0,0,0,1,0,High
28,9.2,82.1,1,1,0,-1,568,4,2,17.0,2.3,10,6,0,13,11,0,8.6,0,16,109,1,2,10,0,23.6,0.225,4.8,3.4,0.392,0.34,-26.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
37,15.9,34.2,0,0,0,0,348,0,1,14.7,2.4,10,8,49,13,10,1,8.2,9,21,92,4,3,19,0,24.9,0.142,3.0,1.05,0.0,0.44,-17.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
30,2.0,57.1,2,0,0,2,109,0,5,27.6,2.0,10,9,42,8,6,1,10.0,11,21,199,2,123,19,0,31.1,0.667,14.98,1.725,0.0,33.95,-16.0,115.0,0,1,0,0,0,0,1,0,0,0,0,0,High
50,18.1,40.3,1,0,0,1,221,1,3,14.5,2.4,8,7,0,8,12,0,6.8,61,21,145,0,2,8,0,31.3,0.126,6.59,0.22,0.052,0.29,35.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
35,13.4,100.0,2,2,0,-2,621,1,3,13.9,7.3,10,6,0,12,17,0,8.5,36,31,90,7,8,12,0,30.1,0.507,7.69,0.339,0.069,1.11,10.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
41,14.4,82.5,2,0,1,2,518,1,5,16.1,7.7,8,7,0,6,9,0,7.5,33,26,212,2,2,9,0,28.4,0.5,11.51,0.424,0.065,0.32,7.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
54,11.9,91.5,2,0,0,-2,88,0,3,22.9,9.2,8,8,39,10,11,1,6.0,61,21,139,5,25,7,0,22.0,0.713,6.24,0.347,0.0,5.72,34.0,17.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
27,9.0,82.7,1,0,3,-2,374,0,3,10.7,1.5,10,10,0,8,10,0,10.0,57,50,282,4,2,10,0,24.1,0.15,7.19,0.173,0.0,0.21,31.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
34,2.8,40.2,0,1,0,0,392,1,2,8.1,2.8,12,7,43,12,7,1,10.2,0,40,59,4,3,10,0,24.4,0.737,4.8,1.62,0.263,0.24,-26.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
38,3.9,22.5,0,0,2,0,84,0,1,20.3,0.9,12,7,0,11,10,0,7.4,61,49,88,7,1,16,0,28.8,0.184,2.83,0.308,0.0,0.2,34.0,-7.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
59,9.8,66.1,2,1,0,1,270,3,3,34.6,2.8,14,6,0,10,6,0,6.2,4,27,163,3,41,9,0,28.2,0.259,6.91,3.844,0.278,14.19,-22.0,33.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
24,5.1,4.5,1,1,0,-1,664,0,3,14.5,2.5,10,5,0,12,9,0,6.0,12,21,337,5,144,12,0,29.7,0.41,7.69,0.853,0.0,20.88,-17.0,136.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
39,10.8,13.2,1,5,0,0,587,2,5,18.6,8.1,8,10,0,11,7,0,6.0,4,16,119,1,147,8,0,38.2,0.686,10.99,2.067,0.169,27.34,-23.0,139.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
34,6.9,17.7,0,4,2,1,644,1,1,21.7,5.0,8,6,0,8,6,0,6.0,54,55,87,5,8,6,0,29.7,0.633,1.95,0.368,0.127,1.74,28.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
48,1.2,36.8,2,0,1,0,45,2,5,13.6,1.2,14,8,0,12,11,0,7.0,58,25,299,4,32,11,0,30.3,0.545,12.42,0.216,0.909,4.35,31.0,24.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
34,10.2,11.3,0,2,0,0,552,2,4,10.9,10.2,14,8,0,11,14,0,7.1,0,39,103,0,8,14,0,19.5,0.911,10.83,2.18,0.179,0.87,-26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
56,15.2,77.5,2,0,0,1,683,1,4,24.3,3.9,12,8,0,8,11,0,7.1,0,24,95,2,8,13,0,22.2,0.241,10.56,4.86,0.062,1.94,-27.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
51,22.8,4.5,1,0,0,0,437,0,4,16.5,6.8,8,5,0,8,4,0,10.1,0,18,361,5,4,2,0,30.6,0.286,4.39,3.3,0.0,0.66,-26.0,-4.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
50,12.3,22.1,2,0,0,0,333,2,3,16.2,8.7,12,5,0,9,12,0,7.0,26,26,149,8,95,12,0,27.8,0.654,7.69,0.523,0.15,15.39,0.0,87.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
49,28.0,46.1,0,1,0,0,430,0,1,9.8,2.8,8,7,0,12,10,0,8.2,0,34,48,3,123,8,0,31.9,0.097,2.2,1.96,0.0,12.05,-26.0,115.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
29,6.1,4.4,1,0,0,0,209,1,1,10.7,2.3,12,6,0,13,12,0,6.0,60,47,328,4,4,7,0,36.1,0.324,2.08,0.165,0.141,0.43,34.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
42,5.1,79.9,0,0,1,-1,510,1,1,15.1,5.1,14,8,0,9,11,0,6.2,55,44,74,5,2,6,0,19.5,0.836,1.95,0.252,0.164,0.3,29.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
51,18.4,41.9,1,0,0,0,183,1,2,12.1,2.4,10,4,37,8,7,1,7.4,0,22,160,1,3,14,0,31.7,0.124,5.42,2.42,0.052,0.36,-26.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
30,2.1,36.0,1,0,1,-1,472,2,5,15.1,2.1,10,9,0,9,9,0,9.2,39,38,113,6,8,7,0,18.7,0.677,10.4,0.343,0.645,1.21,10.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
37,10.3,42.8,0,2,0,0,398,2,1,13.8,3.2,12,7,0,10,8,0,7.9,9,33,118,1,8,12,0,27.9,0.283,2.56,0.986,0.177,1.1,-17.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
28,8.5,79.7,1,0,0,-1,585,2,1,13.8,2.7,8,8,0,9,9,0,6.2,69,42,186,3,2,4,0,25.0,0.284,1.61,0.186,0.211,0.28,43.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,3.0,64.0,0,0,0,0,551,0,1,17.7,2.6,10,7,0,11,8,0,7.0,0,11,113,7,3,17,0,20.3,0.65,2.89,3.54,0.0,0.53,-26.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
46,5.9,83.5,0,0,0,0,481,2,5,15.9,4.0,12,9,24,11,7,1,11.6,20,6,113,7,25,11,0,26.9,0.58,12.42,0.636,0.29,3.98,-7.0,17.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
36,9.8,41.0,0,0,0,-1,311,4,1,22.4,5.5,12,10,0,10,13,0,8.3,64,31,72,2,8,5,0,28.5,0.509,1.79,0.325,0.37,1.79,38.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
26,8.0,93.6,0,0,3,0,353,1,4,16.3,8.0,10,8,57,6,9,1,16.0,34,28,118,4,55,17,0,31.2,0.889,11.56,0.418,0.111,8.97,8.0,47.0,0,0,1,0,0,0,0,1,0,0,0,0,High
33,12.4,96.7,2,0,0,0,482,1,3,31.5,1.3,10,7,0,11,12,0,6.6,24,54,96,1,8,13,0,30.0,0.097,7.92,1.086,0.075,2.52,-2.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
43,17.2,41.4,0,2,0,-1,228,1,1,25.5,4.8,10,5,57,16,15,1,6.2,49,40,206,2,3,13,0,25.1,0.264,2.64,0.472,0.055,0.76,23.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,High
48,19.3,27.1,2,5,2,1,443,0,4,15.2,0.8,8,6,0,11,13,0,6.0,17,17,166,7,8,9,0,22.4,0.039,9.21,0.691,0.0,1.22,-10.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
27,6.1,9.2,1,0,0,0,573,1,5,16.4,6.1,12,6,0,11,6,0,6.0,7,30,179,1,1,14,0,21.4,0.859,13.54,1.367,0.141,0.16,-20.0,-7.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
